Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
ELEC,South Shore Plaza - Tesla Supercharger,250 Granite Street,,Braintree,MA,02184,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-8,42.223016,-71.022012,2022-10-03,149298,2022-12-01 17:40:26 UTC,P,,,2019-09-30,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Market Street - Lynnfield - Tesla Supercharger,600 Market St,,Lynnfield,MA,01940,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,200-9,42.516588,-71.032486,2022-10-03,149325,2022-12-01 17:40:26 UTC,P,,,2019-09-30,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Dock Square Parking Garage - Tesla Destination,20 Clinton St,,Boston,MA,02109,,857-317-4293  877-798-3752,E,,Public,24 hours daily; pay lot,,,,,,8,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.360953,-71.054917,2020-11-03,150640,2021-03-11 23:22:17 UTC,P,,,2019-09-30,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,Tree House Brewing Company - Tesla Destination,129 Sturbridge Rd,,Charlton,MA,01507,,413-523-2367  877-798-3752,E,,Public,24 hours daily,,,,,,5,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.138891,-72.01826,2020-11-03,150652,2021-03-11 23:22:17 UTC,P,,,2019-09-30,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,Trillium Brewing Company - Tesla Destination,50 Hudson Rd,,Canton,MA,02021,,781-562-0073  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.182894,-71.150799,2020-11-03,150702,2021-03-11 23:22:17 UTC,P,,,2019-09-30,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,Wareham Crossing - Tesla Supercharger,2421 Cranberry HIghway,,Wareham,MA,02571,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,41.774457,-70.744046,2022-10-03,152627,2022-12-01 17:40:26 UTC,P,,,2020-01-20,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Cranberry Cove Plaza - Tesla Supercharger,2110 Cranberry Highway,,Orleans,MA,02653,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,41.796653,-69.985964,2022-10-03,153431,2022-12-01 17:40:26 UTC,P,,,2020-01-31,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,The Street Chestnut Hill - Tesla Supercharger,55 Boylston Street,,Chestnut Hill,MA,02467,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,42.321989,-71.172424,2022-10-03,153449,2022-12-01 17:40:26 UTC,P,,,2020-01-31,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,The Shops at Suffolk Downs - Tesla Supercharger,40 Furlong Drive,,Revere,MA,02151,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,42.398457,-71.000222,2022-10-03,155504,2022-12-01 17:40:26 UTC,P,,,2020-04-14,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Stop & Shop - Tesla Supercharger,425 Attucks Lane,,Hyannis,MA,02601,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,41.676617,-70.307105,2022-10-03,157975,2022-12-01 17:40:26 UTC,P,,,2020-05-22,,,,,TESLA,US,,,,Public,,public,,,GROCERY,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Big Y Class Market - Tesla Supercharger,700 Main Street Route 7,,Great Barrington,MA,01230,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,42.180949,-73.364744,2022-10-03,167285,2022-12-01 17:40:26 UTC,P,,,2020-09-28,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,King Collision Centers - Tesla Destination,48 Holman Rd,,Plymouth,MA,02360,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.92889,-70.662043,2020-11-03,168910,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,Matouk Factory Store - Tesla Destination,925 Airport Rd,,Fall River,MA,02720,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.746094,-71.110908,2020-11-03,168954,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,Old Sandwich Golf Cub - Tesla Destination,41 Double Brook Rd,,Plymouth,MA,02360,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.907364,-70.604434,2020-11-03,168993,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,The Captains Manor Inn - Tesla Destination,27 W Main Street,,Falmouth,MA,02540,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.554313,-70.620847,2020-11-03,169168,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,"The Ritz-Carlton, Boston - Tesla Destination",2 Avery St,,Boston,MA,02111,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,10,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.353084,-71.062843,2020-11-03,169197,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,University of Massachusetts Medical School - Tesla Destination,55 N Lake Ave,,Worcester,MA,01655,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.278255,-71.759382,2020-11-03,169234,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,Williams Distributing Company - Tesla Destination,880 Burnett Road,,Chicopee,MA,01020,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.176754,-72.531569,2020-11-03,169270,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,The Point - Tesla Supercharger,812 Constitution Avenue,,Littleton,MA,01460,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,42.553111,-71.473878,2022-10-03,186868,2022-12-01 17:40:26 UTC,P,,,2021-03-29,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Charlton Service Plaza Westbound - Tesla Supercharger,6 Massachusetts Turnpike,,Charlton,MA,01507,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,42.156766,-71.96292,2022-10-03,191097,2022-12-01 17:40:26 UTC,P,,,2021-06-15,,,,,TESLA,US,,,,Public,,public,,,TRAVEL_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Charlton Service Plaza Eastbound - Tesla Supercharger,Mile Marker 80 Eastbound Mass Turnpike,,Charlton,MA,01507,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,42.139213,-72.025739,2022-10-03,191098,2022-12-01 17:40:26 UTC,P,,,2021-06-15,,,,,TESLA,US,,,,Public,,public,,,TRAVEL_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Lexington Service Plaza Northbound - Tesla Supercharger,690 Marrett Road,,Lexington,MA,02421,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,42.439688,-71.257964,2022-10-03,196517,2022-12-01 17:40:26 UTC,P,,,2021-09-24,,,,,TESLA,US,,,,Public,,public,,,TRAVEL_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Target - Tesla Supercharger,1 Hawes Way,,Stoughton,MA,02072,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,42.152891,-71.073529,2022-10-03,197419,2022-12-01 17:40:26 UTC,P,,,2021-09-30,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Target - Tesla Supercharger,101 Commerce Way,,Woburn,MA,01801,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,42.518411,-71.137207,2022-10-03,200614,2022-12-01 17:40:26 UTC,P,,,2021-10-29,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,false
ELEC,Big Y World Class Market - Tesla Supercharger,650 Memorial Drive,,Chicopee,MA,01020,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,42.174935,-72.578197,2022-10-03,200863,2022-12-01 17:40:26 UTC,P,,,2021-10-27,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,false
ELEC,Franklin Village Plaza - Tesla Supercharger,250 Franklin Village Drive,,Franklin,MA,02038,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,42.090421,-71.424898,2022-10-03,202625,2022-12-01 17:40:26 UTC,P,,,2021-12-13,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,false
ELEC,Neon Marketplace - Tesla Supercharger,965 Fall River Avenue,,Seekonk,MA,02771,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,41.79915,-71.331034,2022-10-03,205808,2022-12-01 17:40:26 UTC,P,,,2022-02-04,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,false
ELEC,Stop & Shop - Tesla Supercharger,779 McGrath Highway,,Somerville,MA,02145,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,42.390584,-71.086001,2022-10-03,214071,2022-12-01 17:40:26 UTC,P,,,2022-03-31,,,,,TESLA,US,,,,Public,,public,,,GROCERY,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,false
ELEC,Dartmouth Towne Center Shopping Mall - Tesla Supercharger,83 Faunce Corner Mall Road,,Dartmouth,MA,02747,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,41.640722,-70.996,2022-10-03,218658,2022-12-01 17:40:26 UTC,P,,,2022-05-14,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,false
ELEC,Hanover Crossing - Tesla Supercharger,1775 Washington Street,,Hanover,MA,02359,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,42.147722,-70.841694,2022-10-03,222801,2022-12-01 17:40:26 UTC,P,,,2022-07-01,,,,,TESLA,US,,,,Public,,public,,,GROCERY,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,false
ELEC,Burlington Mall - Tesla Supercharger,75 Middlesex Turnpike,,Burlington,MA,01803,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,42.483562,-71.216703,2022-10-03,224995,2022-12-01 17:40:26 UTC,P,,,2022-08-01,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,false
ELEC,The 440 - Tesla Supercharger,440 Middlesex Road,,Tyngsborough,MA,01879,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,42.697284,-71.439877,2022-10-03,226534,2022-12-01 17:40:26 UTC,P,,,2022-08-25,,,,,TESLA,US,,,,Public,,public,,,PARKING_LOT,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,false
ELEC,Cumberland Farms - Tesla Supercharger,163 Patriots Rd,,Templeton,MA,01468,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,42.561167,-72.0407787,2022-10-03,227706,2022-12-01 17:40:26 UTC,P,,,2022-09-12,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,false
ELEC,Gloucester Crossing - Tesla Supercharger,231 Gloucester Crossing Road,,Gloucester,MA,01930,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,42.623414,-70.654457,2022-10-03,231698,2022-12-01 17:40:26 UTC,P,,,2022-09-28,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,false
ELEC,Chocolate Springs Café - Tesla Supercharger,55 Pittsfield Rd,,Lenox,MA,01240,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,16,,Tesla,https://www.tesla.com/supercharger,GPS,42.377028,-73.277352,,237645,2022-12-09 00:11:33 UTC,P,,,2022-11-18,,,,,TESLA,US,,,,Public,,public,,,PARKING_LOT,,,,,,,,,,,,,,,,,false
